image_path,label,tampering_type,source_image
tampered_dataset/tampered/tampered_0000_crop_rescale.png,1,crop_rescale,00000001.png
tampered_dataset/tampered/tampered_0000_copy_move.png,1,copy_move,00000001.png
tampered_dataset/tampered/tampered_0001_insertion.png,1,insertion,00000002.png
tampered_dataset/tampered/tampered_0001_removal.png,1,removal,00000002.png
tampered_dataset/tampered/tampered_0001_intensity_modification.png,1,intensity_modification,00000002.png
tampered_dataset/tampered/tampered_0001_crop_rescale.png,1,crop_rescale,00000002.png
tampered_dataset/tampered/tampered_0001_copy_move.png,1,copy_move,00000002.png
tampered_dataset/tampered/tampered_0002_insertion.png,1,insertion,00000003.png
tampered_dataset/tampered/tampered_0002_removal.png,1,removal,00000003.png
tampered_dataset/tampered/tampered_0002_intensity_modification.png,1,intensity_modification,00000003.png
tampered_dataset/tampered/tampered_0002_crop_rescale.png,1,crop_rescale,00000003.png
tampered_dataset/tampered/tampered_0002_copy_move.png,1,copy_move,00000003.png
tampered_dataset/tampered/tampered_0003_insertion.png,1,insertion,00000004.png
tampered_dataset/tampered/tampered_0003_removal.png,1,removal,00000004.png
tampered_dataset/tampered/tampered_0003_intensity_modification.png,1,intensity_modification,00000004.png
tampered_dataset/tampered/tampered_0003_crop_rescale.png,1,crop_rescale,00000004.png
tampered_dataset/tampered/tampered_0003_copy_move.png,1,copy_move,00000004.png
tampered_dataset/tampered/tampered_0004_insertion.png,1,insertion,00000005.png
tampered_dataset/tampered/tampered_0004_removal.png,1,removal,00000005.png
tampered_dataset/tampered/tampered_0004_intensity_modification.png,1,intensity_modification,00000005.png
tampered_dataset/tampered/tampered_0004_crop_rescale.png,1,crop_rescale,00000005.png
tampered_dataset/tampered/tampered_0004_copy_move.png,1,copy_move,00000005.png
tampered_dataset/tampered/tampered_0005_insertion.png,1,insertion,00000006.png
tampered_dataset/tampered/tampered_0005_removal.png,1,removal,00000006.png
tampered_dataset/tampered/tampered_0005_intensity_modification.png,1,intensity_modification,00000006.png
tampered_dataset/tampered/tampered_0005_crop_rescale.png,1,crop_rescale,00000006.png
tampered_dataset/tampered/tampered_0005_copy_move.png,1,copy_move,00000006.png
tampered_dataset/tampered/tampered_0006_insertion.png,1,insertion,00000007.png
tampered_dataset/tampered/tampered_0006_removal.png,1,removal,00000007.png
tampered_dataset/tampered/tampered_0006_intensity_modification.png,1,intensity_modification,00000007.png
tampered_dataset/tampered/tampered_0006_crop_rescale.png,1,crop_rescale,00000007.png
tampered_dataset/tampered/tampered_0006_copy_move.png,1,copy_move,00000007.png
tampered_dataset/tampered/tampered_0007_insertion.png,1,insertion,00000008.png
tampered_dataset/tampered/tampered_0007_removal.png,1,removal,00000008.png
tampered_dataset/tampered/tampered_0007_intensity_modification.png,1,intensity_modification,00000008.png
tampered_dataset/tampered/tampered_0007_crop_rescale.png,1,crop_rescale,00000008.png
tampered_dataset/tampered/tampered_0007_copy_move.png,1,copy_move,00000008.png
tampered_dataset/tampered/tampered_0008_insertion.png,1,insertion,00000009.png
tampered_dataset/tampered/tampered_0008_removal.png,1,removal,00000009.png
tampered_dataset/tampered/tampered_0008_intensity_modification.png,1,intensity_modification,00000009.png
tampered_dataset/tampered/tampered_0008_crop_rescale.png,1,crop_rescale,00000009.png
tampered_dataset/tampered/tampered_0008_copy_move.png,1,copy_move,00000009.png
tampered_dataset/tampered/tampered_0009_insertion.png,1,insertion,00000010.png
tampered_dataset/tampered/tampered_0009_removal.png,1,removal,00000010.png
tampered_dataset/tampered/tampered_0009_intensity_modification.png,1,intensity_modification,00000010.png
tampered_dataset/tampered/tampered_0009_crop_rescale.png,1,crop_rescale,00000010.png
tampered_dataset/tampered/tampered_0009_copy_move.png,1,copy_move,00000010.png
tampered_dataset/tampered/tampered_0010_insertion.png,1,insertion,00000011.png
tampered_dataset/tampered/tampered_0010_removal.png,1,removal,00000011.png
tampered_dataset/tampered/tampered_0010_intensity_modification.png,1,intensity_modification,00000011.png
tampered_dataset/tampered/tampered_0010_crop_rescale.png,1,crop_rescale,00000011.png
tampered_dataset/tampered/tampered_0010_copy_move.png,1,copy_move,00000011.png
tampered_dataset/tampered/tampered_0011_insertion.png,1,insertion,00000012.png
tampered_dataset/tampered/tampered_0011_removal.png,1,removal,00000012.png
tampered_dataset/tampered/tampered_0011_intensity_modification.png,1,intensity_modification,00000012.png
tampered_dataset/tampered/tampered_0011_crop_rescale.png,1,crop_rescale,00000012.png
tampered_dataset/tampered/tampered_0011_copy_move.png,1,copy_move,00000012.png
tampered_dataset/tampered/tampered_0012_insertion.png,1,insertion,00000013.png
tampered_dataset/tampered/tampered_0012_removal.png,1,removal,00000013.png
tampered_dataset/tampered/tampered_0012_intensity_modification.png,1,intensity_modification,00000013.png
tampered_dataset/tampered/tampered_0012_crop_rescale.png,1,crop_rescale,00000013.png
tampered_dataset/tampered/tampered_0012_copy_move.png,1,copy_move,00000013.png
tampered_dataset/tampered/tampered_0013_insertion.png,1,insertion,00000014.png
tampered_dataset/tampered/tampered_0013_removal.png,1,removal,00000014.png
tampered_dataset/tampered/tampered_0013_intensity_modification.png,1,intensity_modification,00000014.png
tampered_dataset/tampered/tampered_0013_crop_rescale.png,1,crop_rescale,00000014.png
tampered_dataset/tampered/tampered_0013_copy_move.png,1,copy_move,00000014.png
tampered_dataset/tampered/tampered_0014_insertion.png,1,insertion,00000015.png
tampered_dataset/tampered/tampered_0014_removal.png,1,removal,00000015.png
tampered_dataset/tampered/tampered_0014_intensity_modification.png,1,intensity_modification,00000015.png
tampered_dataset/tampered/tampered_0014_crop_rescale.png,1,crop_rescale,00000015.png
tampered_dataset/tampered/tampered_0014_copy_move.png,1,copy_move,00000015.png
tampered_dataset/tampered/tampered_0015_insertion.png,1,insertion,00000016.png
tampered_dataset/tampered/tampered_0015_removal.png,1,removal,00000016.png
tampered_dataset/tampered/tampered_0015_intensity_modification.png,1,intensity_modification,00000016.png
tampered_dataset/tampered/tampered_0015_crop_rescale.png,1,crop_rescale,00000016.png
tampered_dataset/tampered/tampered_0015_copy_move.png,1,copy_move,00000016.png
tampered_dataset/tampered/tampered_0016_insertion.png,1,insertion,00000017.png
tampered_dataset/tampered/tampered_0016_removal.png,1,removal,00000017.png
tampered_dataset/tampered/tampered_0016_intensity_modification.png,1,intensity_modification,00000017.png
tampered_dataset/tampered/tampered_0016_crop_rescale.png,1,crop_rescale,00000017.png
tampered_dataset/tampered/tampered_0016_copy_move.png,1,copy_move,00000017.png
tampered_dataset/tampered/tampered_0017_insertion.png,1,insertion,00000018.png
tampered_dataset/tampered/tampered_0017_removal.png,1,removal,00000018.png
tampered_dataset/tampered/tampered_0017_intensity_modification.png,1,intensity_modification,00000018.png
tampered_dataset/tampered/tampered_0017_crop_rescale.png,1,crop_rescale,00000018.png
tampered_dataset/tampered/tampered_0017_copy_move.png,1,copy_move,00000018.png
tampered_dataset/tampered/tampered_0018_insertion.png,1,insertion,00000019.png
tampered_dataset/tampered/tampered_0018_removal.png,1,removal,00000019.png
tampered_dataset/tampered/tampered_0018_intensity_modification.png,1,intensity_modification,00000019.png
tampered_dataset/tampered/tampered_0018_crop_rescale.png,1,crop_rescale,00000019.png
tampered_dataset/tampered/tampered_0018_copy_move.png,1,copy_move,00000019.png
tampered_dataset/tampered/tampered_0019_insertion.png,1,insertion,00000020.png
tampered_dataset/tampered/tampered_0019_removal.png,1,removal,00000020.png
tampered_dataset/tampered/tampered_0019_intensity_modification.png,1,intensity_modification,00000020.png
tampered_dataset/tampered/tampered_0019_crop_rescale.png,1,crop_rescale,00000020.png
tampered_dataset/tampered/tampered_0019_copy_move.png,1,copy_move,00000020.png
tampered_dataset/tampered/tampered_0020_insertion.png,1,insertion,00000021.png
tampered_dataset/tampered/tampered_0020_removal.png,1,removal,00000021.png
tampered_dataset/tampered/tampered_0020_intensity_modification.png,1,intensity_modification,00000021.png
tampered_dataset/tampered/tampered_0020_crop_rescale.png,1,crop_rescale,00000021.png
tampered_dataset/tampered/tampered_0020_copy_move.png,1,copy_move,00000021.png
tampered_dataset/tampered/tampered_0021_insertion.png,1,insertion,00000022.png
tampered_dataset/tampered/tampered_0021_removal.png,1,removal,00000022.png
tampered_dataset/tampered/tampered_0021_intensity_modification.png,1,intensity_modification,00000022.png
tampered_dataset/tampered/tampered_0021_crop_rescale.png,1,crop_rescale,00000022.png
tampered_dataset/tampered/tampered_0021_copy_move.png,1,copy_move,00000022.png
tampered_dataset/tampered/tampered_0022_insertion.png,1,insertion,00000023.png
tampered_dataset/tampered/tampered_0022_removal.png,1,removal,00000023.png
tampered_dataset/tampered/tampered_0022_intensity_modification.png,1,intensity_modification,00000023.png
tampered_dataset/tampered/tampered_0022_crop_rescale.png,1,crop_rescale,00000023.png
tampered_dataset/tampered/tampered_0022_copy_move.png,1,copy_move,00000023.png
tampered_dataset/tampered/tampered_0023_insertion.png,1,insertion,00000024.png
tampered_dataset/tampered/tampered_0023_removal.png,1,removal,00000024.png
tampered_dataset/tampered/tampered_0023_intensity_modification.png,1,intensity_modification,00000024.png
tampered_dataset/tampered/tampered_0023_crop_rescale.png,1,crop_rescale,00000024.png
tampered_dataset/tampered/tampered_0023_copy_move.png,1,copy_move,00000024.png
tampered_dataset/tampered/tampered_0024_insertion.png,1,insertion,00000025.png
tampered_dataset/tampered/tampered_0024_removal.png,1,removal,00000025.png
tampered_dataset/tampered/tampered_0024_intensity_modification.png,1,intensity_modification,00000025.png
tampered_dataset/tampered/tampered_0024_crop_rescale.png,1,crop_rescale,00000025.png
tampered_dataset/tampered/tampered_0024_copy_move.png,1,copy_move,00000025.png
tampered_dataset/tampered/tampered_0025_insertion.png,1,insertion,00000026.png
tampered_dataset/tampered/tampered_0025_removal.png,1,removal,00000026.png
tampered_dataset/tampered/tampered_0025_intensity_modification.png,1,intensity_modification,00000026.png
tampered_dataset/tampered/tampered_0025_crop_rescale.png,1,crop_rescale,00000026.png
tampered_dataset/tampered/tampered_0025_copy_move.png,1,copy_move,00000026.png
tampered_dataset/tampered/tampered_0026_insertion.png,1,insertion,00000027.png
tampered_dataset/tampered/tampered_0026_removal.png,1,removal,00000027.png
tampered_dataset/tampered/tampered_0026_intensity_modification.png,1,intensity_modification,00000027.png
tampered_dataset/tampered/tampered_0026_crop_rescale.png,1,crop_rescale,00000027.png
tampered_dataset/tampered/tampered_0026_copy_move.png,1,copy_move,00000027.png
tampered_dataset/tampered/tampered_0027_insertion.png,1,insertion,00000028.png
tampered_dataset/tampered/tampered_0027_removal.png,1,removal,00000028.png
tampered_dataset/tampered/tampered_0027_intensity_modification.png,1,intensity_modification,00000028.png
tampered_dataset/tampered/tampered_0027_crop_rescale.png,1,crop_rescale,00000028.png
tampered_dataset/tampered/tampered_0027_copy_move.png,1,copy_move,00000028.png
tampered_dataset/tampered/tampered_0028_insertion.png,1,insertion,00000029.png
tampered_dataset/tampered/tampered_0028_removal.png,1,removal,00000029.png
tampered_dataset/tampered/tampered_0028_intensity_modification.png,1,intensity_modification,00000029.png
tampered_dataset/tampered/tampered_0028_crop_rescale.png,1,crop_rescale,00000029.png
tampered_dataset/tampered/tampered_0028_copy_move.png,1,copy_move,00000029.png
tampered_dataset/tampered/tampered_0029_insertion.png,1,insertion,00000030.png
tampered_dataset/tampered/tampered_0029_removal.png,1,removal,00000030.png
tampered_dataset/tampered/tampered_0029_intensity_modification.png,1,intensity_modification,00000030.png
tampered_dataset/tampered/tampered_0029_crop_rescale.png,1,crop_rescale,00000030.png
tampered_dataset/tampered/tampered_0029_copy_move.png,1,copy_move,00000030.png
tampered_dataset/tampered/tampered_0030_insertion.png,1,insertion,00000031.png
tampered_dataset/tampered/tampered_0030_removal.png,1,removal,00000031.png
tampered_dataset/tampered/tampered_0030_intensity_modification.png,1,intensity_modification,00000031.png
tampered_dataset/tampered/tampered_0030_crop_rescale.png,1,crop_rescale,00000031.png
tampered_dataset/tampered/tampered_0030_copy_move.png,1,copy_move,00000031.png
tampered_dataset/tampered/tampered_0031_insertion.png,1,insertion,00000032.png
tampered_dataset/tampered/tampered_0031_removal.png,1,removal,00000032.png
tampered_dataset/tampered/tampered_0031_intensity_modification.png,1,intensity_modification,00000032.png
tampered_dataset/tampered/tampered_0031_crop_rescale.png,1,crop_rescale,00000032.png
tampered_dataset/tampered/tampered_0031_copy_move.png,1,copy_move,00000032.png
tampered_dataset/tampered/tampered_0032_insertion.png,1,insertion,00000033.png
tampered_dataset/tampered/tampered_0032_removal.png,1,removal,00000033.png
tampered_dataset/tampered/tampered_0032_intensity_modification.png,1,intensity_modification,00000033.png
tampered_dataset/tampered/tampered_0032_crop_rescale.png,1,crop_rescale,00000033.png
tampered_dataset/tampered/tampered_0032_copy_move.png,1,copy_move,00000033.png
tampered_dataset/tampered/tampered_0033_insertion.png,1,insertion,00000034.png
tampered_dataset/tampered/tampered_0033_removal.png,1,removal,00000034.png
tampered_dataset/tampered/tampered_0033_intensity_modification.png,1,intensity_modification,00000034.png
tampered_dataset/tampered/tampered_0033_crop_rescale.png,1,crop_rescale,00000034.png
tampered_dataset/tampered/tampered_0033_copy_move.png,1,copy_move,00000034.png
tampered_dataset/tampered/tampered_0034_insertion.png,1,insertion,00000035.png
tampered_dataset/tampered/tampered_0034_removal.png,1,removal,00000035.png
tampered_dataset/tampered/tampered_0034_intensity_modification.png,1,intensity_modification,00000035.png
tampered_dataset/tampered/tampered_0034_crop_rescale.png,1,crop_rescale,00000035.png
tampered_dataset/tampered/tampered_0034_copy_move.png,1,copy_move,00000035.png
tampered_dataset/tampered/tampered_0035_insertion.png,1,insertion,00000036.png
tampered_dataset/tampered/tampered_0035_removal.png,1,removal,00000036.png
tampered_dataset/tampered/tampered_0035_intensity_modification.png,1,intensity_modification,00000036.png
tampered_dataset/tampered/tampered_0035_crop_rescale.png,1,crop_rescale,00000036.png
tampered_dataset/tampered/tampered_0035_copy_move.png,1,copy_move,00000036.png
tampered_dataset/tampered/tampered_0036_insertion.png,1,insertion,00000037.png
tampered_dataset/tampered/tampered_0036_removal.png,1,removal,00000037.png
tampered_dataset/tampered/tampered_0036_intensity_modification.png,1,intensity_modification,00000037.png
tampered_dataset/tampered/tampered_0036_crop_rescale.png,1,crop_rescale,00000037.png
tampered_dataset/tampered/tampered_0036_copy_move.png,1,copy_move,00000037.png
tampered_dataset/tampered/tampered_0037_insertion.png,1,insertion,00000038.png
tampered_dataset/tampered/tampered_0037_removal.png,1,removal,00000038.png
tampered_dataset/tampered/tampered_0037_intensity_modification.png,1,intensity_modification,00000038.png
tampered_dataset/tampered/tampered_0037_crop_rescale.png,1,crop_rescale,00000038.png
tampered_dataset/tampered/tampered_0037_copy_move.png,1,copy_move,00000038.png
tampered_dataset/tampered/tampered_0038_insertion.png,1,insertion,00000039.png
tampered_dataset/tampered/tampered_0038_removal.png,1,removal,00000039.png
tampered_dataset/tampered/tampered_0038_intensity_modification.png,1,intensity_modification,00000039.png
tampered_dataset/tampered/tampered_0038_crop_rescale.png,1,crop_rescale,00000039.png
tampered_dataset/tampered/tampered_0038_copy_move.png,1,copy_move,00000039.png
tampered_dataset/tampered/tampered_0039_insertion.png,1,insertion,00000040.png
tampered_dataset/tampered/tampered_0039_removal.png,1,removal,00000040.png
tampered_dataset/tampered/tampered_0039_intensity_modification.png,1,intensity_modification,00000040.png
tampered_dataset/tampered/tampered_0039_crop_rescale.png,1,crop_rescale,00000040.png
tampered_dataset/tampered/tampered_0039_copy_move.png,1,copy_move,00000040.png
tampered_dataset/tampered/tampered_0040_insertion.png,1,insertion,00000041.png
tampered_dataset/tampered/tampered_0040_removal.png,1,removal,00000041.png
tampered_dataset/tampered/tampered_0040_intensity_modification.png,1,intensity_modification,00000041.png
tampered_dataset/tampered/tampered_0040_crop_rescale.png,1,crop_rescale,00000041.png
tampered_dataset/tampered/tampered_0040_copy_move.png,1,copy_move,00000041.png
tampered_dataset/tampered/tampered_0041_insertion.png,1,insertion,00000042.png
tampered_dataset/tampered/tampered_0041_removal.png,1,removal,00000042.png
tampered_dataset/tampered/tampered_0041_intensity_modification.png,1,intensity_modification,00000042.png
tampered_dataset/tampered/tampered_0041_crop_rescale.png,1,crop_rescale,00000042.png
tampered_dataset/tampered/tampered_0041_copy_move.png,1,copy_move,00000042.png
tampered_dataset/tampered/tampered_0042_insertion.png,1,insertion,00000043.png
tampered_dataset/tampered/tampered_0042_removal.png,1,removal,00000043.png
tampered_dataset/tampered/tampered_0042_intensity_modification.png,1,intensity_modification,00000043.png
tampered_dataset/tampered/tampered_0042_crop_rescale.png,1,crop_rescale,00000043.png
tampered_dataset/tampered/tampered_0042_copy_move.png,1,copy_move,00000043.png
tampered_dataset/tampered/tampered_0043_insertion.png,1,insertion,00000044.png
tampered_dataset/tampered/tampered_0043_removal.png,1,removal,00000044.png
